title,content,category,predicted_clean
Aviator 'creator' in Oscars snub," The man who said he got Oscar-nominated movie The Aviator off the ground and signed up Leonardo DiCaprio has been shut out of the Academy Awards race.  Charles Evans Jr battled over his role with the people who eventually made the film, and won a producer's credit. But he is not on the list of producers who can win a best film Oscar due to a limit on the number of nominees. The Oscars organisers have picked two of The Aviator's four producers to be nominated for best film.  Up to three producers can be named per film but the studios behind The Aviator and Million Dollar Baby failed to trim their credits - so the Academy of Motion Pictures Arts and Sciences (Ampas) has done it for them. The Aviator's nominated producers are Michael Mann and Graham King - with Mr Evans and Sandy Climan, Mr Mann's former deputy, left off. Mr Evans sued Mr Mann in 2001, claiming he came up with the idea, spent years developing it and persuaded DiCaprio to play Hughes - but said he was later excluded from the project. The two sides settled out of court in a deal that has remained secret apart from the fact Mr Evans' name has appeared as a producer when the film's credits roll. At the Golden Globes, Mr Evans - who was named among the winners when the film won best drama film - evaded a security guard to have his photo taken with DiCaprio, director Martin Scorsese, Mr Mann and Mr King.  Ampas decided to limit the number of producers who could be nominated after Shakespeare in Love's victory in 1999 saw five producers collect awards. The eligible names for The Aviator and Million Dollar Baby were decided by Ampas' producers branch executive committee on Wednesday. The decision also saw Clint Eastwood get his third personal nomination for Million Dollar Baby. He is now named in the best film category as well as being nominated for best director and best lead actor. The Academy Awards ceremony will be held in Hollywood on 27 February. Chinese actress Ziyi Zhang, star of Crouching Tiger, Hidden Dragon, Hero and House of Flying Daggers, is the latest name to be added to the list of presenters on the night. ",entertainment,entertainment
Wales make two changes for France," Wales coach Mike Ruddock has made two changes from the team that beat Italy 38-8 for Saturday's trip to France.  Kevin Morgan takes over from his injured Newport-Gwent Dragons colleague Hal Luscombe on the right wing. And in the pack Neath-Swansea Ospreys forward Ryan Jones is preferred at blindside flanker to Jonathan Thomas. Thomas, a try-scorer in Rome, drops down to the bench instead of Ian Gough, while Cardiff back Rhys Williams steps up in place of Morgan. Luscombe is sidelined by a hamstring problem sustained during the Six Nations game against Italy last weekend.  However, the experienced and in-form Morgan was already pushing hard for a start at Stade de France. ""Due to his impressive performances from the bench, Kevin was very much in the selection mix anyway, and the unfortunate injury to Hal gives him the chance to start,"" said Ruddock. ""Now that Ryan Jones has recovered from injury, we have increased the options in the back row. ""Jonathan Thomas is unlucky to lose his spot after performing well against Italy and scoring a try, but such is the competition for places that every position is debated in detail. ""For this particular game, we felt we might not always be afforded the open spaces out wide we were able to exploit against Italy, so an extra big ball-carrier in the back-row is thought to be necessary on this occasion. ""Obviously, it's a 22-man game these days, and there is every chance that Jonathan will be making an impact from the bench."" Wales have beaten France on two of their last three visits to Paris, and another victory this time around would keep them firmly on course for a first Five or Six Nations title triumph since 1994. ""Graham Henry (former Wales coach) said a couple of years ago that we should 'be bold' when going to France, and he was proved right,"" said Ruddock. ""That is a great way to approach the game, and something we will further endorse with the players this week.""  G Thomas (Toulouse, capt); K Morgan (Newport-Gwent), T Shanklin (Cardiff), G Henson (Neath-Swansea), S Williams (Neath-Swansea); S Jones (Clermont Auvergne), D Peel (Llanelli); G Jenkins (Cardiff), M Davies (Gloucester), A Jones; (Neath-Swansea), B Cockbain (Neath-Swansea), R Sidoli (Cardiff); R Jones (Neath-Swansea), M Williams (Cardiff), M Owen (Newport-Gwent).  Replacements: R McBryde (Llanelli), J Yapp (Cardiff), J Thomas (Neath-Swansea), R Sowden-Taylor (Cardiff), G Cooper (Newport-Gwent), C Sweeney Newport-Gwent), R Williams (Cardiff). ",sport,sport
Security warning over 'FBI virus'," The US Federal Bureau of Investigation is warning that a computer virus is being spread via e-mails that purport to be from the FBI.  The e-mails show that they have come from an fbi.gov address and tell recipients that they have accessed illegal websites. The messages warn that their internet use has been monitored by the FBI's Internet Fraud Complaint Center. An attachment in the e-mail contains the virus, the FBI said. The message asks recipients to click on the attachment and answer some questions about their internet use. But rather than being a questionnaire, the attachment contains a virus that infects the recipient's computer, according to the agency. It is not clear what the virus does once it has infected a computer. Users are warned never to open attachment from unsolicited e-mails or from people they do not know.  ""Recipients of this or similar solicitations should know that the FBI does not engage in the practice of sending unsolicited e-mails to the public in this manner,"" the FBI said in a statement. The bureau is investigating the phoney e-mails. The agency earlier this month shut down fbi.gov accounts, used to communicate with the public, because of a security breach. A spokeswoman said the two incidents appear to be unrelated. ",tech,tech
Student 'fee factor' played down," A rise has been recorded in the number of students from south of the border applying to universities in Scotland.  However, Lifelong Learning Minister Jim Wallace said that this would not result in Scottish students missing out. Applications from England and Wales rose by 17% between January 2005 and the previous year, up 23,600 to 27,700. Fears had been expressed that a flood of ""fee refugees"" would try to avoid top-up fees of up to £3,000 a year being introduced in England. In June last year, Mr Wallace announced proposals to increase tuition fees for English students studying in Scotland by £2,000 in an attempt to prevent a cross-border flood, although no figure has yet been agreed. Legislation to introduce the top-up fees in England is not due to take effect until autumn 2006 and students who start before then will not have to pay additional fees at all.  The figures were made public on Thursday by admissions service Ucas. Universities Scotland, which represents university principals, claimed that an increase in applications did not amount to Scottish students being squeezed out. Director, David Caldwell, said some students could be applying in an attempt to avoid the possible increase in annual fees at English universities, but this was not a major factor. He told BBC Radio Scotland's Good Morning Scotland programme: ""The reason people are opting for Scottish universities is that they are perceived as being of very high quality, they offer very attractive courses and Scotland is seen as a very attractive place to study.  ""They know that when they take up their studies in 2006 they will be hit by top-up fees if they are going to a university in England and that may be part of the reason why the numbers coming to Scotland are so inflated. ""However, it does not mean that we will see thousands of additional students from England studying here."" Mr Wallace agreed and said the figures had to be looked at in context. He explained that when applications were translated into acceptances, the number was not huge - an additional figure of about 200.  Also, the picture was further blurred by the fact that applications from Wales, where there are no plans for top-up fees, have also risen, by 19%. Mr Wallace said: ""Accepting students from all parts of the world does show the high regard in which Scottish higher education is held, not just in Britain. ""We want to make sure that when students are making their choice, they do so on the nature of the course and not because they are under some sort of financial pressure to go to Scotland. ""We do not want to have a situation where it becomes impossible for Scottish students to get places at Scottish universities because we are seen as the cheap option. ""Very often the quality of the university experience is enhanced by the fact there are students coming from a wide range of backgrounds so it would be wrong to go the other way and start excluding students."" ",politics,politics
Blair sees greater Bush consensus," George W Bush will display a more consensual approach to world politics as he begins his second term as US President, Tony Blair has said.  The prime minister said Mr Bush had learned military force was not the only way to fight terrorism. He understood that ""the best prospect of peaceful co-existence lies in the spread of democracy and human rights"", Mr Blair told the Guardian newspaper. Mr Bush was sworn in at a ceremony in Washington DC on Thursday.  Echoing the new US Secretary of State Condoleezza Rice, the prime minister said there has been a clear evolution of US policy since the war in Afghanistan in 2001. Mr Blair had personally seen the change over time in conversations with Mr Bush. The president understood that while military and security measures were important, there also needed to be a multilateral approach to solving the world's problems.  Turning to critics' fears that the US was poised for further military action, Mr Blair refused to give succour to suggestions it was preparing for strikes against Iran. The prime minister conceded that the US had ""what appears to be a harder position"" towards the state than Europe. But the prime minister pointed out that until now the US had allowed Britain, France and Germany to take the lead in trying to halt the Iranian nuclear programme. Following claims that US forces had worked inside Iran to identify potential targets, Mr Blair was asked if the SAS had also been in the country. ""We never answer questions about special forces, but do not take that as indicating an affirmative,"" said Mr Blair.  Mr Blair said he believed the president was keen to work with other countries while trying to spread democracy and human rights. ""It is significant, in my view, that he is coming to Europe as his first foreign visit,"" said Mr Blair. Following his inauguration, Mr Bush is due in Europe at the end of January. ",politics,politics
DaimlerChrysler's 2004 sales rise," US-German carmaker DaimlerChrysler has sold 2.1% more cars in 2004 than in the previous year, as solid Chrysler sales offset a weak showing for Mercedes.  Sales totalled 3.9 million units worldwide during 2004, the company said at the Detroit Motor Show. A switch to new models hit luxury marque Mercedes-Benz, with sales down 3.1% at 1.06 million. Chrysler avoided the fate of US rivals Ford and General Motors, both of whom lost ground to Japanese firms. Its sales rose 3.5% to 2.7 million units.  Similarly on the up was the Smart brand of compact cars, with the division's sales jumping by 21.1% during 2004 to 136,000. The future of the brand - which is controlled by the Mercedes group within DaimlerChrysler - remains in question, however. Smart has consistently lost money since it started trading in 1998, and new model launches are now ""on hold"", said Mercedes chief executive Eckhard Cordes. In Europe, the Smart will now go on sale through regular Mercedes dealerships as well as its own dealer network, Mr Cordes said. ",business,business
Costin aims for comeback in 2006," Jamie Costin should be paralysed.  He says so himself in a matter-of-fact way as he recalls the car accident which occurred nine days before he was scheduled to step out into the Olympic Stadium in Athens for the 50K Walk. There is an ironic chuckle as he talks of his immediate thoughts after a lorry, driving on the wrong side of the road, had ploughed into his rental car. ""I was in a lot of pain and I guessed that one of my toes was broken,"" says the Waterford man. ""But I was thinking maybe with a cortisone injection you never know. ""In my back, it felt as though all the muscles had been ripped off my pelvis but I was thinking maybe we could do something with laser therapy and ultra sound and hopefully I'd be able to race."" It took over 10 hours before Jamie knew with certainty that he would not be competing in his second Olympics. ""My back had been broken in two places and with one of my vertebrae, the bottom part had exploded so I'm fierce lucky not be paralysed. ""I'd fractured my big toe as well which was on the brake."" Jamie didn't finally arrive at hospital in Athens until some nine and a half hours after the accident.  ""For the first nine hours, I had no pain killers which was ridiculous in 35 degrees heat. ""But once I got the scans and saw them it was a case of moving on and thinking:'OK, I've got a different set of circumstances now'."" Within three days he was arriving back in Ireland by air ambulance. Doctors in Athens had wanted to operate on Jamie's back immediately but he insisted on delaying any surgery until he arrived back home - something he is now very relieved about. ""The Greek doctors were going to put three or four inch titanium rods either side of my spinal cord up through my vertebrae. ""That would have fused all my lower back and I would never have been able to race again. They were really putting a lot of pressure on me to agree to the surgery. ""But when I got to the Mater in Dublin they said it was possible for it to heal totally naturally which is giving me the chance to get back into competition which is very important to me. The people at the Mater have been absolutely fantastic."" Jamie had to wear a body cast for three and a half months after the accident and spent most of that time flat on his back.  He then progressed to crutches for six weeks until he was finally able to walk unaided on 10 January. ""Walking without the crutches seemed like something finally really measurable in terms of my recovery."" Physio sessions with Johnston McEvoy in Limerick have been a vital part of his recovery. ""Johnston uses an advanced type of acupuncture and it's very effective. ""Needles get put right close up to my spine. A two and a half inch needle went in yesterday and I'm fairly incapacitated today as a result."" Jamie has also travelled to receive treatment at the Polish training centre in Spala where he has trained with triple Olympic champion Robert Korzeniowski over the past five years. ""I was there for over a fortnight earlier this month and underwent a fair extreme treatment called cryotherapy. ""Basically, there's a small room which is cooled by liquid nitrogen to minus 160 degrees centigrade and it promotes deep healing.""  Jamie heads to Poland again on Sunday where he will be having daily cryotherapy in addition to twice-daily physio sessions and pool-work. All these sessions are small steps on the way to what Jamie hopes will be a return to racing in 2006. ""It's all about trying to get mobility in my back. Lying down for three and a half months didn't really help with the strength. ""There's a lot of work involved in my recovery. I'm doing about six hours a day between physio and pool work. ""I'm also going to the gym to lift very light weights to try and build up my muscles. I'm fairly full on with everything I do. ""I'd hope to be training regularly by March. But training is just part of the process of getting back. ""At the moment, every time I go and do a big bit of movement, my whole pelvic area all down my lower back just tightens up. ""It's a case of waiting and seeing how it reacts. Hopefully, after four or five months my back won't tighten up as much."" ",sport,sport
UKIP candidate suspended in probe," Eurosceptic party UKIP have suspended a candidate for allegedly suggesting the criminally insane should be killed.  John Houston, 54, was due to stand in the East Kilbride seat in Lanarkshire at the next election. But he was suspended after his reported views, including the return of the British Empire, were sent to two Scottish newspapers. UKIP spokesman Mark Croucher said those who selected Mr Houston knew nothing of his views. The episode comes at a difficult time for UKIP, soon after the high-profile departure of MEP Robert Kilroy-Silk. Mr Houston is alleged to have said that the organs of the criminally insane should be ""made available to law-abiding members of the community"" and proposed the legalisation of drugs and the sex trade. The document reportedly said: ""We're looking for the resurrection of the British Empire. ""The problems for the human race - environmental and others - can only be dealt with on a global scale, and that calls for a radical alliance of the English-speaking nations, which they are uniquely able to do."" Mr Croucher said the main issue would be that Mr Houston's reported views had been presented as UKIP policy, which they were not. He said they might have been submissions to a committee working on the party's manifesto, but would not have been matched to Mr Houston when he was standing to become a candidate. He told BBC News: ""He appears to have said these things. We have suspended him as a member and as a candidate. ""By all accounts none of this was mentioned at his selection meeting. ""It is simply a distraction from the task in hand, the EU constitution, not individual idiocies."" Mr Houston was quoted in the Herald newspaper saying: ""I feel UKIP have over-reacted and overshot the runway.""  Peter Nielson, who is UKIP Scotland chairman, said he had suspended Mr Houston on Friday night. ""He will remain suspended while the matter is being investigated and then we will decide if and what further action will be taken."" He said that any evidence would be looked into and Mr Houston may be interviewed by the party. He added: ""I can't comment too much at the moment, I have one version from him but I haven't seen the papers yet."" ",politics,politics
Santini resigns as Spurs manager," Tottenham manager Jacques Santini has resigned for ""personal reasons"".  The former France manager moved to White Hart Lane this summer but now wants to return to France. Santini said: ""My time at Tottenham has been memorable and it is with deep regret that I take my leave. I wish the club and the supporters all the best. ""Private issues in my personal life have arisen which caused my decision. I very much hope that the wonderful fans will respect my decision."" He added: ""I should like to thank (sporting director) Frank Arnesen and (chairman) Daniel Levy for their understanding."" Assistant coach Martin Jol has been put in temporary charge and will take care of team affairs for Saturday's Premiership match against Charlton.  Arnesen said the club were sad to see Santini go: ""We are obviously disappointed that Jacques is leaving us. We fully respect his decision. ""I can assure you that the club will act swiftly to minimise the impact of Jacques' departure. ""Our priority is to ensure that this season's performance remains unaffected by this move. ""I shall make a further statement on Monday, clarifying our position. We wish Jacques well."" ",sport,sport
Iraq to invite phone licence bids," Iraq is to invite bids for two telephone licences, saying it wants to significantly boost nationwide coverage over the next decade.  Bids have been invited from local, Arab and foreign companies, Iraq's Ministry of Communications said. The winner will work in partnership with the Iraqi Telecommunications and Post Company (ITPC). The firms will install and operate a fixed phone network, providing voice, fax and internet services.  The ministry said that it wanted to increase Iraq's ""very low telephone service penetration rate from about 4.5% today to about 25% within 10 years."" It also hopes to develop a ""highly visible and changeable telecommunication sector"". Details of the bidding and tender process will be published on the ministry's website on 9 February. It also is planning a road-show for investors in Amman, Jordan. The ministry said it would base its selection on criteria including the speed of implementation, tariff rates, coverage, and the firm's experience and financial strength. ",business,business
Child access laws shake-up," Parents who refuse to allow former partners contact with their children could be electronically tagged under plans being considered by ministers. Curfews and community service orders were other options which could be used if court orders to allow parental access were defied, Lord Falconer said. The constitutional affairs secretary outlined some of the plans on Tuesday. He denied fathers' activists had forced the changes, telling the BBC ""there is a recognition that something is wrong"". Between 15,000 and 20,000 couples go to court to resolve access disputes each year, although in nine out of 10 separations there is no court intervention.  Lord Falconer told BBC Radio 4's Today programme he hoped voluntary mediation could help solve disputes before they reached court. But he opposed compulsory mediation, saying that it would lead to many people taking part with the wrong attitude. Other plans include:    - Parenting plans to give advice on access arrangements, based on real-life examples that have worked in the past   - Extending in-court conciliation - more informal hearings before contested court cases   - Better access to legal, emotional and practical advice by telephone and internet   - Legal aid changes to give incentives for early resolution of disputes.     Judges can already jail parents who breach contact orders but that was a ""nuclear option"" which was rarely used as it was not seen as being in the child's interests, a spokesman said. The aim of the new legislation was to provide a ""medium range"" of penalties, such as fines, community service orders, compulsory anger management or parenting classes or curfews.  Failure to comply with these measures could result in offenders being electronically tagged. On the possibility of tagging uncooperative parents, Lord Falconer said: ""Tagging may be going too far, but let's have a debate about that."" Full details of the new powers will not be revealed until a bill is published ""in the next two weeks,"" a spokesman said.  The government's proposals have met with disapproval from fathers' rights groups. John Ison, from the controversial group Fathers 4 Justice, said: ""It is very disappointing. What we have got is a cynical case of recycling existing legislation."" Jim Parton, from Families Need Fathers, said the new proposals ""lacked compulsion"".  ""We would like to see couples develop a plan and then have it as a source of a court order - then you know where you stand, you know what the minimum access is. ""Otherwise, you see people make agreements which then fall apart."" Mr Parton said he had been told by Children's Minister Margaret Hodge there was not enough time to pass the bill through parliament before the general election, which is likely to take place in May.  The Conservatives have called for an equal split between parents on access to be made law. Theresa May, shadow secretary for the family, told BBC Radio 4's Today programme that the government's plans were ""inadequate"" and were ""papering over the cracks of the current system"". She said a Conservative government would bring a ""radical reform"" of the family courts, as well as enforcing a ""legal presumption of co-parenting and compulsory mediation"". ""We want to make courts the last resort, rather than the first resort,"" she added. The government says children cannot simply be divided up ""like property"" when a marriage collapses. The Liberal Democrats have argued for flexibility in deciding access rules, rather than having ""rigid targets"". ",politics,politics
Who do you think you are?," The real danger is not what happens to your data as it crosses the net, argues analyst Bill Thompson. It is what happens when it arrives at the other end.  The Financial Services Authority has warned banks and other financial institutions that members of criminal gangs may be applying for jobs which give them access to confidential customer data. The fear is not that they will steal money from our bank accounts but that they will instead steal something far more valuable in our digital society - our identities. Armed with the personal details that a bank holds, plus a fake letter or two, it is apparently easy to get a loan, open a bank account with an overdraft or get a credit card in someone else's name. And it is then a simple matter to move the money into another account and leave the unwitting victim to sort out the mess when statements and demands for payment start arriving. Identity theft is an increasingly significant economic crime, and we are all becoming more aware of the dangers of leaving bills, receipts and bank statements unshredded in our rubbish.  But, however careful you may be, if the organisations you trust with your personal data, bank accounts and credit cards are not able to look after their databases properly then you are in trouble. It is surprising that it has taken the gangs so long to realise that a well-placed insider is by far the simplest way to break the security of a computer system. In fact, I suspect that the FSA is probably very late to this particular party and that this sort of thing has been going on for rather a long time. Has anyone checked Bob Cratchit's family links to the criminal underworld, I wonder? And it is hardly likely to be only banks that are being targeted. Health authorities, government agencies and of course the big e-commerce sites like Amazon must also offer rich pickings for the fraudsters. The good news is that better auditing is likely to catch out those who access account details that they are not supposed to. And as we all become aware of the danger of identity theft and look more carefully for unexpected transactions on our statements, banks should have good enough records and logs to trace the people who might have accessed the account details. Fortunately there are now ways to keep bank systems more secure from the sort of data theft that involves taking a portable hard drive or flash memory card into the office, plugging it into a USB slot and sucking down customer files.  Companies like SecureWave, for example, can restrict the use of USB ports just to authorised devices or even to an individual's personal memory card. These solutions are not perfect, but it does not feel like a wave of fraud is about to wash away the entire financial system. However the warning does highlight one of the major issues with e-commerce and online trading - the security or otherwise of the servers and other systems that make up the 'back office'. It has been clear for years that the real danger in paying for goods online with a credit card is not that the number will be intercepted in transit but that the shop you are dealing with will be hacked.  In fact I do not know of a single case where an e-mail containing payment details has led to card fraud.  There are simply too many e-mails passing over the net for interception to be a sensible tool for anyone out to commit fraud. CD Universe, Powergen and many other companies have left their databases open and suffered the consequences. And just last week the online bank Cahoot admitted that its customer account details could be read by anyone who could guess a login name. Whether it is external hackers breaking in because of poor system security or internal staff abusing the access they get as part of their job, the issue is the same: how do we make sure that our personal data is not abused? Any organisation that processes personal data is, of course, bound by the Data Protection Act and must take proper care of it. Unauthorised disclosure is not allowed, but the penalties are small and the process of prosecuting under the Act so convoluted as to be worthless in practice. This is not something we can just leave it to the market. The consequences of having one's identity stolen are too serious, and markets respond too slowly. After all, I bank with Cahoot but it would be so much hassle to move my accounts that I did not even consider it when I heard about their security problems. I doubt many others have closed their accounts, especially when there is little guarantee that other banks are not going to make the same sort of mistake in future. The two options would seem to be more stringent data protection law, so that companies really feel the pressure to improve their internal processes, or a wave of civil lawsuits against financial institutions with sloppy practices whose customers suffer from identity theft. I have never felt comfortable with the US practice of suing everything that moves, partly because it seems to make lawyers richer than their clients, so I know which I'd prefer.  Bill Thompson is a regular commentator on the BBC World Service programme Go Digital. ",tech,politics
Rovers reject third Ferguson bid," Blackburn have rejected a third bid from Rangers for Scotland captain Barry Ferguson, BBC Sport has learnt.  It is thought Blackburn want £6m for the midfielder but chief executive John Williams has confirmed the club are still ""in dialogue"" with Rangers. The 26-year-old has already handed in a transfer request at Ewood Park as he seeks a return to Ibrox. But the clubs have been unable to reach agreement over a fee for Ferguson, who moved to Lancashire in 2003 for £6.5m. On Thursday Rangers said they would not be increasing their offer of £4m.  Blackburn have said all along that they want £6m for the midfielder and Williams has rejected proposals from Rangers over a player-swap deal. Williams said: ""We are in dialogue with Glasgow Rangers but we have no agreement."" The negotiations will have to be concluded by midnight on Monday, when the winter transfer window shuts. Williams conceded any deal for Ferguson was looking ""unlikely"" before the close of the transfer window but Rangers still had a chance to seal the deal. ""We have no comment to make other than we have not got an agreement with Glasgow Rangers,"" he added. ""The way things are looking, I think it is unlikely we are going to. ""The ball is in their court but we have not got an offer that is acceptable at this moment."" It is understood that Blackburn accepted a £5m offer for Ferguson from Everton at the weekend. But the player is determined to return to Scotland and rejected a move to Goodison Park. Ferguson did not play in the FA Cup win over Colchester on Saturday despite recovering from a groin injury with Rovers boss Mark Hughes claiming it had been an ""emotional and difficult time"" for the player. ",sport,sport
Band Aid retains number one spot," The charity single by Band Aid 20 has held on the chart top spot for a second week, strengthening its chances of becoming the Christmas number one.  Do They Know It's Christmas, featuring artists including Chris Martin and Jamelia, held off Kylie Minogue to remain the week's biggest single. Next week's chart will reveal who will have the festive chart-topper Minogue's latest release I Believe in You went in at number two, pushing down Ice Cube's You Can Do It to three. Destiny's Child also slipped one place to four with Lose My Breath, followed by Girls Aloud at five with the Children in Need record I'll Stand By You.  The only other new entry in the top 10 came from Robbie Williams track Misunderstood, a new track written for his Greatest Hits album. There were no new releases in the entire top 40 album charts as record companies put out all the big releases early hoping to cash in on the lucrative Christmas market. U2's How to Dismantle a Bomb remains at number one for a third week in a row, followed by Williams' Greatest Hits. Opera band Il Divo have moved up one place with their eponymous album to number three. Maroon 5's album Songs About Jane has moved up to number seven despite being released 47 weeks ago. And the Abba Gold greatest hits album has crept back into the top 40 more than nine years after it was first released. ",entertainment,entertainment
Dundee Utd 4-1 Aberdeen," Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.  Alan Archibald prodded United ahead in 19 minutes and James Grady made it two from close range 10 minutes later. Richie Byrne's header gave Aberdeen a way back into the game, but Stevie Crawford restored United's lead from 18 yards before half time. The scoring was completed by Grady just after the break - a superb shot on the turn making it 4-1. Tony Bullock in the United goal was called into action for the first time with just over a quarter-of-an-hour on the clock. Noel Whelan laid the ball off to Jamie Winter on the edge of the box, but his first-time effort was gathered by the United keeper. Moments later though, the home side took the lead. Barry Robson whipped in a free kick from the right, which Stevie Crawford caught on the volley. Russell Anderson failed to deal with it and Whelan's clearance off the line landed kindly at the feet of Archibald, who poked the ball into the net. United doubled their lead after 29 minutes when Grady tapped the ball into an empty net after Robson had headed Mark Wilson's cross off the angle of post and bar. But only three minutes later Aberdeen clawed their way back into the match. A free kick from the left by Winter was met powerfully by the head of Byrne at the back post, leaving Bullock helpless.  United restored their two-goal lead four minutes before the end of a highly entertaining first half. Jason Scotland played a perfectly-weighted pass into the path of the onrushing Crawford and he coolly beat Ryan Esson from 18 yards. United ended the game as a contest just two minutes after the interval. Grady received a pass from Crawford with his back to goal on the edge of the box and after taking one touch, he spun to volley the ball past the despairing dive of Esson. The home side were in complete control and it required a good stop from Esson to keep out Robson's drive after 62 minutes. The keeper denied the same player again 10 minutes later, beating away his fierce shot from the left of the penalty area. Robson saw another long-range effort tipped round the post before a cute lob was headed off the line.  Bullock, Duff, Wilson, Ritchie, Archibald, Scotland (Samuel 63), Brebner, Kerr (Cameron 87), Robson, Crawford, Grady.  Colgan, Dodds, Kenneth.  Brebner.  Archibald 19, Grady 29, Crawford 41, Grady 47.  Esson, Hart, Anderson, Diamond, Byrne (Morrison 75), McNaughton, Heikkinen (Foster 27), Winter, Clark (Stewart 51), Mackie, Whelan.  Blanchard, McGuire.  : Anderson, Diamond.  Byrne 33.  8,661  K Clark ",sport,sport
Ask Jeeves joins web log market," Ask Jeeves has bought the Bloglines website to improve the way it handles content from web journals or blogs.  The Bloglines site has become hugely popular as it gives users one place in which to read, search and share all the blogs they are interested in. Ask Jeeves said it was not planning to change Bloglines but would use the 300 million articles it has archived to round out its index of the web. How much Ask Jeeves paid for Bloglines was not revealed.  Bloglines has become popular because it lets users build a list of the blogs they want to follow without having to visit each journal site individually. To do this it makes use of a technology known as Really Simple Syndication (RSS) that many blogs have adopted to let other sites know when new entries are made on their journals. The acquisition follows similar moves by other search sites. Google acquired Pyra Labs, makers of the Blogger software, in 2003. In 2004 MSN introduced its own blog system and Yahoo has tweaked its technology to do a better job of handling blog entries. Jim Lanzone, vice president of search properties at Ask Jeeves in the US, said it did not acquire Bloglines just to get a foothold in the blog publishing world. He said Ask Jeeves was much more interested in helping people find information they were looking for rather than helping them write it.  ""The universe of readers is vastly larger than the universe of writers,"" he said. Mr Lanzone said the acquisition would sit well with Ask's My Jeeves service which lets people customise their own web experience and build up a personal collection of useful links. ""Search engines are about discovering information for the first time and RSS is the ideal way to keep track of and monitor those sites,"" he said. It would also help drive information and entries from blogs to the portals that Ask Jeeves operates. There would be no instant sweeping changes to Bloglines, said Mr Lanzone. ""Our intent is to take our time to figure out the right business model not to try to monetise it right away,"" he said. Though Mr Lanzone added that Ask Jeeves would be helping organise the database of 300m blog entries Bloglines holds with its own net indexing technology. ""Being able to search the blogosphere as one corpus of information will be very useful in its own right,"" said Mr Lanzone. Rumours about the acquisition were broken by the Napsterization weblog which said it got the hint from Ask Jeeves insiders. ",tech,tech
Italy to get economic action plan," Italian Prime Minister Silvio Berlusconi will unveil plans aimed at kickstarting the country's sputtering economy on Thursday night in Rome.  He will present an ""Action Plan for the Development of Italy"" in a meeting with industrialists and trade union leaders. Mr Berlusconi is expected to table reforms aimed at boosting research and development (R&D) spending, and the competitiveness of small firms. Also in focus will be bankruptcy laws and the slow pace of the legal system. The prime minister is scheduled to start the meeting at 1830 GMT.  The government has been accused of underfunding R&D, making it harder for Italy to compete with other European nations and leading to a ""brain-drain"" of the country's brightest talents. Analysts say that hiring and firing staff is still too difficult and expensive, hampering the development of small- and medium-sized businesses. As a result, they say, Italy's corporate landscape is filled with numerous smaller companies that are often reluctant to become bigger because of all the extra hassle that would accompany the running of a larger firm. At the same time, bankruptcy laws make it difficult for failed company directors to set up new businesses and emerge from their debts, a situation that is hampering Italy's entrepreneurial spirit.  The government says that it has set about tackling the problems, adding that getting growth going was the responsibility of all of Italy's 60 million population. According to Il Sole 24 Ore, Italy's business newspaper, the government will focus on ""opening up markets, infrastructure, research, making more incentives available, bankruptcy law, the slow pace of the justice system"".  Mr Berlusconi has previously promised to cut taxes by 6.5bn euros ($8.6bn; £4.5bn) this year in an effort to get people and companies to spend. He has also promised to cap spending on transport, education and health so as to trim the ballooning budget deficit. Italy plans to raise as much as 25bn euros from privatisations in 2005, including a partial flotation of the post office and utility Enel. Critics argue that these moves do not go far enough and could make Italy's problems worse. Limiting government spending will lead to job losses, they counter, while the income tax cuts will have a negligible effect on sentiment and ultimately favour the wealthy.  The country has been one of the eurozone's worst economic performers in recent years. Growth was 1.1% in 2004, up from just 0.3% in 2003 and 0.4% in 2002 - an improvement but still a long way from ideal. At the same time, business and consumer confidence has dipped and analysts have raised concerns that what little spending there is stems from Italians dipping into their savings accounts or using credit cards. Without a pick up in national growth, they say, the money could eventually run out, bringing Italy's economy to a juddering halt. Consumer spending accounts for about two-thirds of Italy's economy. ",business,politics
US crude prices surge above $53," US crude prices have soared to fresh four-month highs above $53 in the US as refinery problems propelled petrol prices to an all-time high.  US light sweet crude futures jumped to $53.09 a barrel in New York before closing at $53.03. The gains tracked a surge in US gasoline futures to a record high of $1.4850 a gallon. The jump followed a fire at Western Refining Company's refinery in Texas, which shut down petrol production. A spokesman for the group was unable to say when the production unit would be back up and running. ""This market simply wants to go up,"" Citigroup Global Markets analyst Kyle Cooper told Reuters news agency. Ed Silliere, analyst at Energy Merchant, added: ""Gasoline is up because of the refinery issues in Texas, which means there will be a scramble for product in the (US) Gulf Coast.""  Elsewhere, a refinery in Houston was closed due to mechanical problems, while on Tuesday production at BP's Texas City refinery was taken down for a short time. In the approach to Spring, the market becomes much more sensitive to problems with petrol production as dealers anticipate rising demand for fuel ahead of the holiday season. The rise in prices came despite a US government report that showed domestic supplies of fuel oil and fuel were rising. Meanwhile, oil production cartel Opec's recent announcement that it was now unlikely to cut production levels has also failed to calm fears on the market. Oil prices are roughly 45% higher than a year ago and have risen sharply in recent weeks due to a combination of colder weather, the declining value of the dollar and fears that Opec could rein in production to head off a seasonal drop in demand. Instability in Iraq and underlying fears about terrorism have also played a part in the rally. ",business,business
